iter	Passed	Remaining
3229	24673	51714
3230	24680	51706
3231	24688	51699
3232	24697	51693
3233	24703	51684
3234	24711	51676
3235	24719	51668
3236	24726	51660
3237	24734	51652
3238	24741	51644
3239	24749	51637
3240	24757	51630
3241	24764	51621
3242	24771	51613
3243	24779	51605
3244	24786	51597
3245	24794	51590
3246	24802	51583
3247	24809	51575
3248	24817	51566
3249	24824	51559
3250	24832	51551
3251	24840	51544
3252	24848	51537
3253	24856	51530
3254	24863	51522
3255	24871	51514
3256	24878	51507
3257	24885	51497
3258	24893	51490
3259	24900	51482
3260	24908	51475
3261	24916	51466
3262	24923	51459
3263	24931	51452
3264	24939	51444
3265	24946	51436
3266	24954	51428
3267	24961	51420
3268	24969	51412
3269	24976	51405
3270	24984	51397
3271	24992	51389
3272	24999	51381
3273	25006	51373
3274	25015	51368
3275	25023	51360
3276	25031	51353
3277	25038	51345
3278	25046	51339
3279	25054	51332
3280	25062	51324
3281	25070	51317
3282	25078	51309
3283	25085	51302
3284	25093	51295
3285	25101	51288
3286	25109	51281
3287	25117	51273
3288	25124	51265
3289	25132	51257
3290	25140	51250
3291	25147	51242
3292	25155	51234
3293	25162	51227
3294	25170	51218
3295	25178	51211
3296	25185	51204
3297	25194	51197
3298	25202	51191
3299	25209	51182
3300	25217	51175
3301	25224	51167
3302	25232	51161
3303	25240	51152
3304	25247	51144
3305	25255	51137
3306	25263	51131
3307	25271	51123
3308	25278	51115
3309	25286	51107
3310	25293	51099
3311	25301	51091
3312	25308	51083
3313	25316	51076
3314	25324	51068
3315	25331	51061
3316	25339	51052
3317	25347	51045
3318	25355	51038
3319	25362	51031
3320	25370	51023
3321	25378	51016
3322	25385	51007
3323	25393	50999
3324	25400	50992
3325	25408	50984
3326	25415	50975
3327	25422	50967
3328	25430	50960
3329	25437	50951
3330	25445	50943
3331	25452	50935
3332	25459	50927
3333	25467	50918
3334	25474	50910
3335	25481	50902
3336	25488	50893
3337	25496	50885
3338	25503	50877
3339	25510	50868
3340	25517	50859
3341	25524	50851
3342	25532	50842
3343	25539	50834
3344	25546	50825
3345	25554	50818
3346	25562	50811
3347	25569	50803
3348	25577	50795
3349	25584	50787
3350	25592	50779
3351	25599	50771
3352	25607	50763
3353	25614	50756
3354	25621	50747
3355	25629	50739
3356	25636	50730
3357	25644	50723
3358	25651	50715
3359	25658	50706
3360	25665	50698
3361	25673	50690
3362	25681	50683
3363	25688	50674
3364	25696	50667
3365	25704	50660
3366	25712	50653
3367	25719	50644
3368	25727	50637
3369	25734	50629
3370	25742	50621
3371	25749	50613
3372	25757	50605
